"species","TotalReads"
"Lysinibacillus sp. 2017",1
"Niallia taxi",1
"Ornithinibacillus sp. FSL M8-0202",1
"Sediminibacillus dalangtanensis",1
"Pseudalkalibacillus sp. SCS-8",1
"Pontibacillus sp. HMF3514",1
"Anaerobacillus sp. HL2",1
"Staphylococcus aureus",40180
"Staphylococcus argenteus",41
"Staphylococcus schweitzeri",31
"Staphylococcus saprophyticus",28
"Staphylococcus sp. 17KM0847",3
"Staphylococcus sp. M0911",5
"Staphylococcus sp. KG4-3",17
"Staphylococcus pseudintermedius",23
"Staphylococcus delphini",1
"Staphylococcus epidermidis",15
"Staphylococcus simiae",11
"Staphylococcus hominis",8
"Staphylococcus capitis",9
"Staphylococcus saccharolyticus",5
"Staphylococcus gallinarum",5
"Staphylococcus pasteuri",20
"Staphylococcus chromogenes",5
"Staphylococcus simulans",4
"Staphylococcus warneri",5
"Staphylococcus devriesei",4
"Staphylococcus caprae",4
"Staphylococcus haemolyticus",3
"Staphylococcus equorum",8
"Staphylococcus hsinchuensis",3
"Staphylococcus shinii",3
"Staphylococcus taiwanensis",3
"Staphylococcus arlettae",3
"Staphylococcus pettenkoferi",2
"Staphylococcus nepalensis",2
"Staphylococcus kloosii",1
"Staphylococcus xylosus",1
"Staphylococcus hyicus",1
"Staphylococcus lugdunensis",1
"Staphylococcus rostri",1
"Staphylococcus massiliensis",1
"Staphylococcus debuckii",1
"Staphylococcus carnosus",1
"Mammaliicoccus sp. Dog046",1
"Mammaliicoccus lentus",1
"Mammaliicoccus sciuri",1
"Macrococcoides caseolyticum",1
"Listeria monocytogenes",38478
"Listeria innocua",227
"Listeria swaminathanii",70
"Listeria welshimeri",50
"Listeria ivanovii",44
"Listeria seeligeri",43
"Listeria sp. PSOL-1",3
"Listeria grayi",3
"Listeria newyorkensis",2
"Listeria weihenstephanensis",2
"Paenibacillus sp. FSL W8-0194",4
"Paenibacillus sp. JNUCC-31",1
"Paenibacillus sp. HWE-109",1
"Paenibacillus sp. FSL E2-0202",2
"Paenibacillus sonchi",1
"Paenibacillus lycopersici",1
"Paenibacillus glucanolyticus",1
"Paenibacillus silvisoli",1
"Paenibacillus hunanensis",1
"Paenibacillus mucilaginosus",1
"Paenibacillus amylolyticus",1
"Brevibacillus sp. NSP2.1",2
"Brevibacillus brevis",1
"Brevibacillus marinus",1
"Brevibacillus laterosporus",1
"Sporosarcina sp. Te-1",1
"Sporosarcina sp. FSL K6-3508",1
"Sporosarcina sp. resist",2
"Sporosarcina pasteurii",1
"Planococcus lenghuensis",1
"Planococcus rifietoensis",1
"Planococcus plakortidis",1
"Planococcus liqunii",1
"Solibacillus sp. R5-41",1
"Hydrogenibacillus sp. N12",1
"Alicyclobacillus sp. TC",1
"Enterococcus faecalis",38615
"Enterococcus sp. 9D6_DIV0238",7
"Enterococcus sp. DIV0212c",4
"Enterococcus sp. DIV1094",4
"Enterococcus sp. 9E7_DIV0242",3
"Enterococcus sp. DIV2402",3
"Enterococcus sp. PLM3",18
"Enterococcus sp. 12C11_DIV0727",1
"Enterococcus sp. 7F3_DIV0205",1
"Enterococcus faecium",14
"Enterococcus silesiacus",6
"Enterococcus rotai",5
"Enterococcus hirae",5
"Enterococcus cecorum",4
"Enterococcus mundtii",4
"Enterococcus raffinosus",3
"Enterococcus wangshanyuanii",2
"Enterococcus devriesei",2
"Enterococcus durans",2
"Enterococcus casseliflavus",5
"Enterococcus saccharolyticus",2
"Enterococcus saigonensis",1
"Enterococcus rivorum",4
"Enterococcus thailandicus",1
"Enterococcus gallinarum",6
"Enterococcus dispar",1
"Vagococcus fluvialis",3
"Vagococcus intermedius",1
"Limosilactobacillus fermentum",27690
"Limosilactobacillus reuteri",2
"Limosilactobacillus pontis",1
"Limosilactobacillus oris",1
"Lactobacillus sp. SRP85",14
"Lactobacillus delbrueckii",6
"Lactobacillus acetotolerans",3
"Lactobacillus helveticus",1
"Lactiplantibacillus plantarum",8
"Lactiplantibacillus argentoratensis",2
"Lactiplantibacillus pentosus",1
"Leuconostoc inhae",6
"Lacticaseibacillus paracasei",4
"Lacticaseibacillus pabuli",1
"Pediococcus parvulus",1
"Pediococcus pentosaceus",1
"Fructilactobacillus sanfranciscensis",2
"Weissella paramesenteroides",2
"Latilactobacillus sakei",1
"Ligilactobacillus ruminis",1
"Companilactobacillus paralimentarius",1
"Levilactobacillus zymae",1
"Acetilactobacillus jinshanensis",1
"Streptococcus infantis",1
"Streptococcus pyogenes",1
"Streptococcus ratti",1
"Streptococcus suis",1
"Streptococcus sanguinis",1
"Lactococcus paracarnosus",1
"Jeotgalibaca sp. MA1X17-3",1
"Jeotgalibaca porci",1
"Granulicatella adiacens",1
"Carnobacterium maltaromaticum",1
"uncultured Bacilli bacterium",2
"Clostridium perfringens",4
"Clostridium novyi",1
"Clostridiaceae bacterium Marseille-Q4149",1
"Massilistercora timonensis",1
"uncultured Peptococcaceae bacterium",1
"uncultured Anaerofustis sp.",1
"Desulfitobacterium dehalogenans",1
"Syntrophomonadaceae bacterium",1
"Lacrimispora xylanisolvens",2
"Romboutsia sp. 13154",1
"uncultured Phascolarctobacterium sp.",1
"Megasphaera stantonii",1
"Streptomyces sp. NBC_00876",1
"Streptomyces sp. NBC_01255",1
"Streptomyces sp. S6",3
"Streptomyces sp. NBC_01591",1
"Streptomyces sp. Caat 7-52",1
"Streptomyces sp. NBC_01538",1
"Streptomyces sp. NBC_01618",1
"Streptomyces sp. NBC_00388",1
"Streptomyces canus",1
"Streptomyces phaeochromogenes",1
"Streptomyces zaomyceticus",1
"Kitasatospora setae",1
"Peterkaempfera bronchialis",1
"Actinacidiphila reveromycinica",1
"Yinghuangia sp. ASG 101",1
"Arthrobacter sp. KBS0702",1
"Arthrobacter jiangjiafuii",1
"Rothia nasimurium",1
"Microbacterium sp. M",1
"Microbacterium horticulturae",1
"Cnuibacter sp. UC19_7",1
"Beutenbergia cavernae",1
"Brachybacterium sp. P6-10-X1",1
"Brevibacterium sp. 'Marine'",1
"Corynebacterium fournieri",1
"Corynebacterium frankenforstense",1
"Corynebacterium crudilactis",1
"Mycolicibacterium sp. YH-1",1
"Mycolicibacterium vaccae",1
"Tsukamurella sp. PLM1",1
"Nocardia vinacea",1
"Cutibacterium acnes",4
"Nocardioides humi",1
"Pseudonocardia sp. AL041005-10",1
"Saccharothrix sp. HUAS TT1",1
"Actinomadura verrucosospora",1
"Nocardiopsis alba",1
"Nakamurella sp. A5-74",1
"Acidimicrobiales bacterium",1
"Acidimicrobiia bacterium",1
"uncultured Solirubrobacteraceae bacterium",1
"Rubrobacter marinus",1
"Synechococcus sp. A15-62",1
"Synechococcus sp. A15-127",1
"Prochlorococcus sp. MIT 1300",1
"uncultured Chroococcidiopsis sp.",2
"[Synechococcus] sp. NIES-970",1
"Nostoc sp. UHCC 0926",1
"Spiroplasma endosymbiont of Atherix ibis",1
"Aggregatilineales bacterium",1
"Salmonella enterica",39253
"Salmonella sp. WGH-01",30
"Salmonella sp. JXY0409-18",26
"Salmonella sp. SA14318",6
"Salmonella sp. SA17155",339
"Salmonella bongori",243
"uncultured Salmonella sp.",4
"Escherichia coli",20221
"Escherichia sp. E4742",10
"Escherichia sp. KS167_9B",13
"Escherichia sp. SCLE84",71
"Escherichia albertii",30
"Escherichia fergusonii",23
"Escherichia marmotae",11
"Shigella flexneri",2370
"Shigella dysenteriae",108
"Shigella sonnei",113
"Shigella boydii",190
"Klebsiella pneumoniae",90
"Klebsiella quasipneumoniae",21
"Klebsiella sp. BDA134-6",2
"Klebsiella huaxiensis",2
"Klebsiella oxytoca",2
"Klebsiella aerogenes",1
"Klebsiella electrica",1
"Klebsiella michiganensis",1
"Raoultella planticola",3
"Raoultella ornithinolytica",5
"Citrobacter freundii",29
"Citrobacter werkmanii",5
"Citrobacter portucalensis",2
"Citrobacter youngae",3
"Citrobacter sedlakii",1
"Citrobacter braakii",4
"Citrobacter sp. RHB25-C09",3
"Citrobacter sp. FDAARGOS_156",4
"Citrobacter sp. TSA-1",5
"Citrobacter koseri",7
"Citrobacter arsenatis",3
"Citrobacter tructae",2
"Citrobacter rodentium",1
"Citrobacter farmeri",1
"Enterobacter roggenkampii",6
"Enterobacter cancerogenus",4
"Enterobacter ludwigii",14
"Enterobacter hormaechei",10
"Enterobacter chuandaensis",2
"Enterobacter kobei",4
"Enterobacter cloacae",2
"Enterobacter cloacae complex sp. Mu1197",1
"Enterobacter oligotrophicus",1
"Enterobacter pseudoroggenkampii",1
"Kosakonia sp. ML.JS2a",2
"Kosakonia sp. CCTCC M2018092",1
"Kosakonia sp. H02",1
"Kosakonia sacchari",2
"Kosakonia oryzendophytica",1
"Kosakonia arachidis",1
"Kosakonia cowanii",1
"Kluyvera intermedia",3
"Kluyvera genomosp. 3",2
"Kluyvera ascorbata",2
"Trabulsiella odontotermitis",5
"Leclercia adecarboxylata",3
"Leclercia sp. 29361",1
"Atlantibacter subterranea",4
"Cedecea sp. FDAARGOS_727",1
"Cedecea neteri",1
"Cedecea davisae",1
"Candidatus Hamiltonella defensa",1
"Candidatus Regiella insecticola",1
"Candidatus Stammera capleta",1
"[Enterobacter] lignolyticus",3
"Cronobacter sp. JZ38",1
"Cronobacter condimenti",1
"Cronobacter dublinensis",1
"Superficieibacter sp. HKU1",3
"Buttiauxella agrestis",3
"Lelliottia sp. JS-SCA-14",3
"Plautia stali symbiont",1
"Enterobacteriaceae bacterium ENNIH1",1
"Pseudocitrobacter faecalis",2
"Mangrovibacter phragmitis",2
"Shimwellia blattae",2
"Jejubacter calystegiae",2
"Candidatus Profftia sp. (ex Adelges kitamiensis)",1
"Candidatus Profftia tarda",1
"Pseudescherichia vulneris",1
"Apirhabdus apintestini",1
"Erwinia sp. E_sp_W01_1",6
"Erwinia sp. E602",1
"Erwinia sp. E_sp_W01_6",1
"Erwinia billingiae",1
"[Pantoea] beijingensis",1
"Erwinia persicina",1
"Pantoea sp. C3",2
"Pantoea sp. Z09",1
"Pantoea sp. BRR-3P",1
"Pantoea dispersa",2
"Pantoea phytobeneficialis",1
"Pantoea alhagi",1
"Buchnera aphidicola",2
"Winslowiella toletana",1
"Tatumella ptyseos",1
"Serratia plymuthica",2
"Serratia marcescens",2
"Serratia bockelmannii",1
"Serratia surfactantfaciens",1
"Serratia liquefaciens",1
"Yersinia hibernica",4
"Chimaeribacter arupi",2
"Rahnella bonaserana",1
"Xenorhabdus sp. SF857",1
"Xenorhabdus bovienii",1
"Photorhabdus asymbiotica",2
"Proteus vulgaris",1
"Morganella morganii",1
"Providencia sp. R33",1
"Dickeya aquatica",4
"Pectobacterium polonicum",2
"Hafnia alvei",2
"Edwardsiella tarda",1
"Leminorella grimontii",2
"Limnobaculum parvum",1
"Sodalis ligni",1
"Pseudomonas aeruginosa",25543
"Pseudomonas paraeruginosa",11
"Pseudomonas citronellolis",4
"Pseudomonas sp. ATCC 13867",3
"Pseudomonas sp. MPC6",1
"Pseudomonas sp. LS1212",1
"Pseudomonas sp. GCEP-101",1
"Pseudomonas sp. C9-3",1
"Pseudomonas sp. NA-150",1
"Pseudomonas sp. B21-028",1
"Pseudomonas sp. KHPS1",2
"Pseudomonas sp. TCU-HL1",1
"Pseudomonas sp. AN-1",1
"Pseudomonas sp. AN-B15",2
"Pseudomonas sp. 19-rlim",1
"Pseudomonas sp. StFLB209",1
"Pseudomonas sp. QE6",1
"Pseudomonas sp. SCB32",1
"Pseudomonas sp. QL9",2
"Pseudomonas sp. J452",1
"Pseudomonas sp. LS.1a",3
"Pseudomonas sp. SG20056",1
"Pseudomonas sp. SO81",1
"Pseudomonas sp. KU43P",1
"Pseudomonas sp. WJP1",1
"Pseudomonas sp. SK3(2021)",1
"Pseudomonas sp. DG56-2",1
"Pseudomonas sp. Marseille-Q3773",1
"Pseudomonas sp. GOM7",2
"Pseudomonas sp. FP2338",1
"Pseudomonas sp. UW4",2
"Pseudomonas sp. 10S4",1
"Pseudomonas sp. gcc21",1
"Pseudomonas sp. RC3H12",2
"Pseudomonas sp. MH10",4
"Pseudomonas sp. MYb327",1
"Pseudomonas sp. Leaf58",1
"Pseudomonas sp. M1",3
"Pseudomonas sp. KNUC1026",1
"Pseudomonas sp. CCC3.1",1
"Pseudomonas sp. Q1-7",1
"Pseudomonas sp. HS-18",4
"Pseudomonas putida",18
"Pseudomonas fulva",5
"Pseudomonas huaxiensis",3
"Pseudomonas fluorescens",9
"Pseudomonas synxantha",2
"Pseudomonas trivialis",2
"Pseudomonas poae",3
"Pseudomonas migulae",1
"Pseudomonas granadensis",1
"Pseudomonas marginalis",1
"Pseudomonas chlororaphis",13
"Pseudomonas lundensis",1
"Pseudomonas syringae",2
"Pseudomonas syringae group genomosp. 7",1
"Pseudomonas viridiflava",1
"Pseudomonas syringae group genomosp. 3",2
"Pseudomonas triclosanedens",5
"Pseudomonas argentinensis",3
"Pseudomonas promysalinigenes",2
"Pseudomonas thivervalensis",1
"Pseudomonas eucalypticola",1
"Pseudomonas atacamensis",2
"Pseudomonas cavernae",1
"Pseudomonas frederiksbergensis",1
"Pseudomonas viciae",1
"Pseudomonas agarici",1
"Pseudomonas seleniipraecipitans",1
"Pseudomonas arsenicoxydans",1
"Pseudomonas kurunegalensis",3
"Pseudomonas anuradhapurensis",1
"Pseudomonas hamedanensis",1
"Candidatus Pseudomonas adelgestsugas",1
"Pseudomonas xanthosomatis",1
"Pseudomonas indoloxydans",1
"Pseudomonas oryzae",1
"Pseudomonas pohangensis",1
"Pseudomonas vranovensis",1
"Pseudomonas solani",1
"Pseudomonas batumici",1
"Pseudomonas silvicola",1
"Pseudomonas berkeleyensis",1
"Pseudomonas tohonis",1
"Pseudomonas alkylphenolica",1
"Pseudomonas coleopterorum",1
"Pseudomonas wenzhouensis",1
"Pseudomonas denitrificans (nom. rej.)",1
"Halopseudomonas pelagia",1
"Stutzerimonas degradans",1
"Aquipseudomonas alcaligenes",1
"Entomomonas sp. E2T0",1
"Marinobacter nauticus",1
"Colwellia sp. Arc7-635",1
"Colwellia sp. PAMC 20917",1
"Colwellia sp. 20A7",1
"Thalassotalea psychrophila",1
"Pseudoalteromonas sp. CF6-2",2
"Pseudoalteromonas tunicata",1
"Saliniradius amylolyticus",1
"Planctobacterium marinum",1
"Saccharobesus litoralis",1
"Shewanella decolorationis",1
"Pseudidiomarina andamanensis",1
"Moritella sp. 5",1
"Stenotrophomonas maltophilia",3
"Stenotrophomonas sp. 610A2",1
"Stenotrophomonas sp. WHRI 8082",1
"Xanthomonas sacchari",1
"Xanthomonas fragariae",1
"Xanthomonas campestris",1
"Luteimonas sp. YGD11-2",1
"Lysobacter firmicutimachus",1
"Aeromonas sp. Ne-1",1
"Aeromonas allosaccharophila",1
"Aeromonas jandaei",1
"Aeromonas hydrophila",1
"Oceanospirillales bacterium",3
"Halomonas sp. TD01",1
"Halomonas beimenensis",1
"Endozoicomonas sp. GU-1",1
"Vibrio furnissii",2
"Aliivibrio wodanis",1
"Grimontia hollisae",1
"uncultured Gammaproteobacteria bacterium",2
"Gilliamella sp. ESL0443",1
"Utexia brackfieldae",1
"Teredinibacter turnerae",1
"Microbulbifer sp. GL-2",1
"Halothiobacillus sp. DCM-1",1
"Nitrosococcus oceani",1
"Sinimarinibacterium sp. NLF-5-8",1
"Legionella sainthelensi",1
"Candidatus Thiodubiliella sp.",1
"Methylococcus sp. EFPC2",1
"Bradyrhizobium sp. CCBAU 53340",1
"Bradyrhizobium sp.",1
"Bradyrhizobium erythrophlei",1
"Rhodopseudomonas palustris",1
"Tardiphaga alba",1
"Rhizobium sp. WL3",1
"Rhizobium anhuiense",1
"Agrobacterium larrymoorei",1
"Ensifer sp. PDNC004",1
"Methylobacterium phyllosphaerae",1
"Bosea sp. AS-1",1
"Oricola thermophila",1
"Bartonella clarridgeiae",1
"Methylovirgula sp. HY1",1
"Lichenihabitans psoromatis",1
"Novosphingobium sp. EMRT-2",1
"Sphingobium xenophagum",1
"Sphingomonas piscis",1
"Sphingosinithalassobacter sp. CS137",1
"Sphingorhabdus lutea",1
"Croceicoccus marinus",1
"Pelagerythrobacter marensis",1
"Zymomonas mobilis",1
"Brevundimonas diminuta",2
"Phenylobacterium zucineum",1
"Caulobacter sp. NIBR1757",1
"Azospirillum sp. A26",1
"Azospirillum thiophilum",1
"Thalassobaculaceae bacterium",1
"Aestuariispira ectoiniformans",1
"Wolbachia endosymbiont of Dipetalonema caudispina",3
"Salipiger profundus",1
"alpha proteobacterium HIMB59",1
"Kordiimonas pumila",1
"Candidatus Bealeia paramacronuclearis",1
"Burkholderia cepacia",1
"Burkholderia anthina",1
"Burkholderia gladioli",1
"Cupriavidus necator",1
"Ralstonia solanacearum",1
"Caballeronia sp. Sq4a",1
"Paraburkholderia phenoliruptrix",1
"Pandoraea sputorum",1
"Acidovorax sp. RAC01",2
"Acidovorax carolinensis",1
"Variovorax sp. V213",2
"Ottowia sp. SB7-C50",1
"Diaphorobacter sp. HDW4B",1
"Piscinibacter gummiphilus",1
"Achromobacter spanius",1
"Janthinobacterium sp. J1-1",1
"Zoogloeaceae bacteirum Par-f-2",1
"Azoarcus sp. CIB",1
"Thiobacillus denitrificans",1
"Gallionella capsiferriformans",1
"Vitreoscilla stercoraria",1
"uncultured Polaribacter sp.",1
"Polaribacter sp. ALD11",1
"Zhouia spongiae",2
"Aquimarina sp. Aq107",1
"Aquimarina sp. W85",1
"Flavobacteriaceae bacterium",1
"Flavobacterium bizetiae",1
"Flagellimonas sp. HMM57",1
"Algibacter sp. L1A34",1
"Hymenobacter sp. DG25A",1
"Hymenobacter tibetensis",1
"Chryseotalea sp. WA131a",1
"Flammeovirgaceae bacterium 311",1
"Spirosoma montaniterrae",1
"Segatella copri",1
"Bacteroidales bacterium",1
"uncultured Ignavibacteriales bacterium",1
"Gemmatimonadota bacterium",1
"uncultured candidate division Zixibacteria bacterium",1
"Ereboglobus luteus",1
"Opitutales bacterium",1
"Opitutia bacterium KCR 482",1
"Verrucomicrobiia bacterium",1
"Roseimaritima ulvae",1
"Stieleria maiorica",1
"Gimesia panareensis",1
"Kiritimatiellota bacterium B12222",1
"Borreliella bavariensis",2
"Leptospira noguchii",1
"Leptospira kmetyi",1
"Brachyspira pilosicoli",1
"Sorangium cellulosum",2
"Labilithrix luteola",1
"Deltaproteobacteria bacterium",1
"Pendulispora brunnea",1
"Desulfosarcina alkanivorans",1
"uncultured Desulfobacter sp.",1
"Candidatus Adiutrix intracellularis",1
"Desulfarculia bacterium",1
"Thermodesulfobacteriota bacterium",1
"Campylobacter coli",4
"uncultured Acidobacteriaceae bacterium",1
"Thermoanaerobaculia bacterium",1
"Geovibrio thiophilus",1
"uncultured bacterium",50
"uncultured bacterium contig00027",1
"uncultured bacterium KM3-205-D9",1
"Candidatus Eisenbacteria bacterium",1
"Saccharomyces cerevisiae",8494
"Saccharomyces paradoxus",36
"Saccharomyces boulardii (nom. inval.)",21
"Saccharomyces kudriavzevii",10
"Saccharomyces mikatae",5
"Saccharomyces bayanus",5
"Saccharomyces pastorianus",6
"Saccharomyces eubayanus",2
"uncultured Saccharomyces",4
"Lachancea kluyveri",2
"Vanderwaltozyma yarrowii",1
"Nakaseomyces delphensis",1
"Eremothecium sinecaudum",1
"Arxiozyma heterogenica",1
"Saccharomycodes ludwigii",1
"Kurtzmaniella quercitrusa",5
"Candida jiufengensis",2
"Scheffersomyces spartinae",1
"Ascochyta medicaginicola",4
"Plenodomus biglobosus",2
"Alternaria rosae",1
"Verruconis gallopava",1
"Lasiodiplodia theobromae",1
"Cladosporium halotolerans",1
"Aspergillus heteromorphus",4
"Aspergillus ochraceoroseus",1
"Aspergillus wentii",1
"Penicillium solitum",1
"Arthroderma uncinatum",1
"Monochaetia castaneae",5
"Nigrospora oryzae",1
"Sporothrix schenckii",1
"Tricharina praecox",1
"Cryptococcus neoformans",4190
"Cryptococcus neoformans AD hybrid",10
"Cryptococcus deuterogattii",6
"Rhizochaete sulphurosa",1
"Phanerochaete carnosa",1
"Schizophyllum commune",1
"Chytridiaceae sp.",1
"Mucor mucedo",1
"uncultured fungus",1
"Homo sapiens",23
"Pongo abelii",1
"Macaca mulatta",1
"Mus musculus",8
"Rattus norvegicus",4
"Peromyscus maniculatus",1
"Mesocricetus auratus",1
"Chinchilla lanigera",1
"Oryctolagus cuniculus",2
"Ovis aries",3
"Mesoplodon densirostris",1
"Hippopotamus amphibius",1
"Vicugna pacos",2
"Sus scrofa",1
"Canis lupus",2
"Mustela putorius",1
"Panthera onca",2
"Suricata suricatta",1
"Equus caballus",6
"Miniopterus natalensis",1
"Trichechus manatus",1
"Orycteropus afer",1
"Hirundo rustica",1
"Prinia subflava",1
"Corvus brachyrhynchos",1
"Passer domesticus",1
"Tyto alba",1
"Phaethon lepturus",1
"Eurypyga helias",1
"Nipponia nippon",1
"Caloenas nicobarica",1
"Meleagris gallopavo",4
"Lagopus muta",1
"Anser cygnoides",1
"Apteryx mantelli",4
"Nothoprocta perdicaria",1
"Dromaius novaehollandiae",1
"Terrapene triunguis",3
"Malaclemys terrapin",1
"Chrysemys picta",1
"Gopherus evgoodei",1
"Chelonoidis abingdonii",1
"Mauremys mutica",1
"Anolis maynardi",8
"Varanus komodoensis",1
"Ahaetulla prasina",1
"Hemicordylus capensis",1
"Xenopus tropicalis",2
"Xenopus laevis",1
"Eleutherodactylus coqui",1
"Hyla sarda",1
"Ambystoma mexicanum",1
"Kryptolebias marmoratus",2
"Fundulus heteroclitus",1
"Oryzias latipes",1
"Oryzias melastigma",1
"Parambassis ranga",2
"Amphiprion ocellaris",1
"Mugil cephalus",1
"Salarias fasciatus",1
"Tetraodon nigroviridis",1
"Dicentrarchus labrax",1
"Pseudochaenichthys georgianus",1
"Labrus bergylta",1
"Paralichthys olivaceus",1
"Platichthys flesus",1
"Nerophis lumbriciformis",2
"Mastacembelus armatus",1
"Thalassophryne amazonica",1
"Gadus macrocephalus",1
"Melanogrammus aeglefinus",1
"Oncorhynchus nerka",3
"Oncorhynchus keta",2
"Salvelinus namaycush",1
"Danio aesculapii",2
"Danio rerio",2
"Carassius carassius",1
"Puntigrus tetrazona",1
"Paramisgurnus dabryanus",1
"Ictalurus punctatus",1
"Engraulis encrasicolus",1
"Acipenser ruthenus",2
"Polyodon spathula",1
"Amblyraja radiata",1
"Hypanus sabinus",1
"Narcine bancroftii",1
"Chiloscyllium plagiosum",1
"Branchiostoma lanceolatum",1
"Lytechinus pictus",1
"Anneissia japonica",1
"Saccoglossus kowalevskii",1
"Bactrocera oleae",1
"Zeugodacus cucurbitae",1
"Anastrepha obliqua",1
"Eurosta solidaginis",1
"Drosophila subpulchrella",1
"Drosophila bipectinata",1
"Drosophila navojoa",1
"Drosophila hydei",1
"Lucilia cuprina",1
"Calliphora vicina",1
"Eupeodes corollae",1
"Lutzomyia longipalpis",2
"Phlebotomus papatasi",1
"Phlebotomus argentipes",1
"Anopheles stephensi",2
"Aedes albopictus",1
"Monomorium pharaonis",1
"Temnothorax curvispinosus",1
"Trachymyrmex zeteki",1
"Camponotus floridanus",2
"Odontomachus brunneus",1
"Apis laboriosa",1
"Venturia canescens",1
"Cephus cinctus",1
"Tribolium castaneum",3
"Tribolium madens",1
"Harmonia axyridis",2
"Leptinotarsa decemlineata",1
"Bombyx mandarina",1
"Trichoplusia ni",1
"Macrosoma rubedinaria",1
"Galleria mellonella",1
"Cydia strobilella",1
"Timema genevievae",4
"Timema cristinae",5
"Timema tahoe",6
"Timema monikensis",1
"Timema poppense",2
"Timema douglasi",2
"Timema bartmani",3
"Homalodisca vitripennis",2
"Diuraphis noxia",1
"Notodromas monacha",2
"Cyprideis torosa",1
"Darwinula stevensoni",1
"Penaeus japonicus",1
"Macrobrachium nipponense",1
"Lepeophtheirus salmonis",1
"Leipothrix sp. 1 XFX-2017",1
"Panonychus citri",1
"Oppiella nova",1
"Medioppia subpectinata",1
"Limulus polyphemus",1
"Strongyloides papillosus",1
"Strongyloides ratti",1
"Necator americanus",1
"Caenorhabditis elegans",1
"Dreissena polymorpha",1
"Mya arenaria",1
"Ruditapes philippinarum",1
"Mercenaria mercenaria",1
"Solecurtus divaricatus",1
"Magallana gigas",1
"Saccostrea echinata",1
"Gigantopelta aegis",1
"Pomacea canaliculata",1
"Spirometra erinaceieuropaei",3
"Opisthorchis viverrini",1
"Adineta vaga",1
"Macrorhynchia philippina",1
"Clytia hemisphaerica",1
"Nematostella vectensis",1
"Orbicella faveolata",1
"Sycon ciliatum",1
"Monosiga brevicollis",1
"Salpingoeca rosetta",1
"Didymoeca costata",1
"Capsaspora owczarzaki",1
"Prunus armeniaca",2
"Prunus dulcis",1
"Malus domestica",2
"Rosa agrestis",3
"Cannabis sativa",4
"Trifolium pratense",2
"Medicago truncatula",1
"Lotus japonicus",2
"Vigna mungo",1
"Phaseolus vulgaris",1
"Prosopis cineraria",2
"Cucumis melo",3
"Juglans regia",2
"Brassica oleracea",2
"Brassica rapa",1
"Arabidopsis thaliana",1
"Camelina sativa",1
"Carica papaya",1
"Herrania umbratica",1
"Nicotiana tomentosiformis",3
"Solanum pennellii",1
"Cornus florida",1
"Actinidia eriantha",1
"Amaranthus tricolor",1
"Chenopodium quinoa",1
"Digitaria exilis",4
"Eragrostis tef",2
"Triticum monococcum",1
"Oryza sativa",1
"Phyllostachys edulis",1
"Ananas comosus",3
"Musa acuminata",3
"Spirodela intermedia",1
"Papaver somniferum",2
"Magnolia sinica",1
"Staurastrum brachiatum",1
"Monomastix sp. OKE-1",1
"uncultured rumen protozoa",5
"uncultured eukaryote",2
"Plasmodium reichenowi",1
"Plasmodium chabaudi",1
"Plasmodium cynomolgi",1
"Cryptosporidium bovis",1
"Porospora cf. gigantea A",1
"Dictyostelium purpureum",2
"Entamoeba dispar",2
"Trypanosoma melophagium",1
"Tritrichomonas foetus",1
"Methanospirillum stamsii",3
"Methanolacinia petrolearia",1
"Halobiforma lacisalsi",1
"Halomarina pelagica",1
"uncultured Candidatus Woesearchaeota archaeon",1
"Severe acute respiratory syndrome-related coronavirus",49
"Osugoroshi virus",1
"Rotavirus A",1
"Ripashul virus",1
"Novirhabdovirus salmonid",1
"Caudoviricetes sp.",6
"Phikzvirus phiKZ",3
"Macdonaldcampvirus SB28",3
"Skunavirus caseusJM1",1
"Escherichia phage A4",1
"Orpheovirus IHUMI-LCC2",1
"synthetic construct",23
"Bacillus spizizenii",36207
"Bacillus velezensis",212
"Bacillus amyloliquefaciens",120
"Bacillus siamensis",4
"Bacillus subtilis",6080
"Bacillus vallismortis",118
"Bacillus inaquosorum",128
"Bacillus halotolerans",66
"Bacillus mojavensis",19
"Bacillus tequilensis",64
"Bacillus stercoris",130
"Bacillus atrophaeus",27
"Bacillus licheniformis",71
"Bacillus paralicheniformis",2
"Bacillus sp. wens01",46
"Bacillus sp. JS",20
"Bacillus sp. MBGLi79",16
"Bacillus sp. FSL K6-1003",5
"Bacillus sp. FJAT-42376",1
"Bacillus sp. JNUCC-21",11
"Bacillus sp. MD-5",4
"Bacillus sp. YBsi01",2
"Bacillus sp. FSL K6-0993",7
"Bacillus sp. YP1",191
"Bacillus sp. THAF10",1
"Bacillus sp. FSL R5-0560",2
"Bacillus sp. OxB-1",1
"Bacillus sp. PAMC26543",6
"Bacillus sp. PS210",212
"Bacillus sp. A1",23
"Bacillus rugosus",49
"Bacillus cabrialesii",34
"Bacillus altitudinis",8
"Bacillus pumilus",6
"Bacillus mycoides",2
"Bacillus aquiflavi",1
"Bacillus methanolicus",1
"Bacillus swezeyi",1
"Bacillus safensis",3
"Priestia megaterium",4
"Priestia filamentosa",1
"Priestia koreensis",1
"Priestia flexa",1
"Virgibacillus natechei",2
"Oceanobacillus sp. FSL H7-0719",2
"Halalkalibacterium halodurans",1
"Fictibacillus phosphorivorans",1
